employee_id,country,region,sector,age_group,gender,year,wellbeing_score,burnout_risk_score,weekly_work_hours,productivity_score,absenteeism_days_per_year,mental_health_support_access,remote_work_pct,salary_satisfaction,mental_health_diagnosis,presenteeism_score
EMP013683,Saudi Arabia,Middle East,Finance,36-45,Female,2019,53.9,5.51,43.8,48.4,10.2,1,0,4.0,0,40.1
EMP013684,Brazil,South America,Healthcare,36-45,Male,2020,66.7,5.6,42.7,64.9,6.1,0,13,2.5,0,50.3
EMP013685,United Kingdom,Europe,Transportation,46-55,Male,2015,61.8,5.03,41.6,51.6,12.5,0,0,5.0,0,39.2
EMP013686,France,Europe,Retail,18-25,Male,2024,69.2,2.98,39.8,64.2,7.8,1,14,4.0,1,30.8
EMP013687,Canada,North America,Education,56-65,Female,2017,51.8,6.05,43.6,43.4,9.6,1,0,5.0,0,47.1
EMP013688,Poland,Europe,Manufacturing,36-45,Female,2022,59.2,3.29,32.4,58.3,7.3,0,4,3.2,0,29.3
EMP013689,Norway,Europe,Transportation,18-25,Female,2016,69.0,4.41,43.1,64.1,6.3,0,0,4.7,0,32.6
EMP013690,Japan,Asia,Government,18-25,Male,2022,59.3,4.5,38.3,53.8,5.2,1,41,3.1,0,40.6
EMP013691,Argentina,South America,Healthcare,46-55,Male,2016,39.6,6.71,43.1,32.8,7.6,0,0,2.8,0,49.9
EMP013692,Egypt,Africa,Agriculture,56-65,Non-binary,2015,50.2,6.78,44.1,43.3,7.2,0,0,3.0,0,52.7
EMP013693,Italy,Europe,Technology,46-55,Female,2020,58.3,6.14,41.7,46.2,12.7,1,76,4.1,1,43.8
EMP013694,Turkey,Middle East,Retail,18-25,Male,2020,46.1,4.52,39.0,44.0,4.1,0,13,3.3,0,36.0
EMP013695,Singapore,Asia,Retail,36-45,Female,2024,61.6,3.99,37.8,63.9,6.6,1,12,4.5,0,32.1
EMP013696,Spain,Europe,Finance,18-25,Female,2020,68.2,5.95,50.9,58.0,4.3,1,56,2.8,0,47.6
EMP013697,Turkey,Middle East,Technology,56-65,Male,2018,62.1,7.25,39.8,48.9,8.5,0,0,2.9,0,47.9
EMP013698,Spain,Europe,Healthcare,36-45,Male,2019,75.6,5.9,41.9,59.6,7.3,1,0,4.4,1,46.4
EMP013699,Italy,Europe,Transportation,36-45,Male,2017,69.3,5.89,48.9,56.8,5.8,1,0,4.1,0,44.8
EMP013700,South Korea,Asia,Technology,18-25,Female,2019,63.4,6.87,47.9,43.7,11.5,1,0,3.8,1,58.9
EMP013701,Egypt,Africa,Agriculture,26-35,Female,2016,63.3,6.12,35.7,48.2,5.6,0,0,2.7,0,45.8
EMP013702,United Kingdom,Europe,Technology,18-25,Female,2023,78.0,5.45,40.6,67.9,9.0,0,81,4.5,0,50.0
EMP013703,Poland,Europe,Construction,56-65,Male,2019,53.5,5.15,47.8,54.3,11.4,0,0,3.8,0,44.8
EMP013704,Netherlands,Europe,Construction,36-45,Female,2015,67.3,5.55,43.2,57.4,5.1,1,0,2.7,1,53.3
EMP013705,Argentina,South America,Government,26-35,Female,2017,70.2,3.71,42.8,66.6,4.0,0,0,3.3,0,29.5
EMP013706,Australia,Oceania,Healthcare,26-35,Male,2019,65.0,6.84,39.8,49.8,10.4,1,0,4.1,0,51.3
EMP013707,United States,North America,Technology,36-45,Female,2017,65.3,5.49,46.4,61.1,6.6,1,0,4.6,0,47.3
EMP013708,India,Asia,Agriculture,18-25,Female,2019,57.2,4.21,47.4,62.4,7.4,0,0,2.4,0,39.1
EMP013709,United Kingdom,Europe,Transportation,46-55,Female,2016,67.1,5.37,45.6,69.8,10.2,1,0,5.0,0,43.7
EMP013710,South Korea,Asia,Retail,18-25,Female,2020,72.8,5.47,41.7,65.0,5.8,1,17,3.5,0,41.8
EMP013711,UAE,Middle East,Construction,56-65,Female,2017,55.5,3.76,42.8,65.6,4.9,0,0,5.0,0,26.4
EMP013712,Italy,Europe,Education,18-25,Male,2015,63.0,6.71,35.9,55.6,9.0,1,0,3.5,0,60.4
EMP013713,Sweden,Europe,Manufacturing,36-45,Female,2023,72.3,4.56,38.6,71.5,6.1,0,0,4.4,0,32.6
EMP013714,Turkey,Middle East,Retail,46-55,Female,2023,50.0,6.81,45.1,51.4,8.5,0,9,3.3,0,51.5
EMP013715,Japan,Asia,Agriculture,56-65,Female,2018,64.3,4.58,44.0,68.5,7.6,0,0,4.1,1,31.1
EMP013716,Kenya,Africa,Retail,18-25,Non-binary,2015,44.2,5.52,33.9,47.5,9.7,0,0,2.3,0,40.6
EMP013717,South Korea,Asia,Construction,46-55,Female,2016,62.0,4.87,51.9,57.0,8.0,1,0,2.3,0,42.9
EMP013718,United Kingdom,Europe,Education,46-55,Non-binary,2019,75.1,5.56,38.7,62.1,6.7,0,0,3.6,0,43.8
EMP013719,Kenya,Africa,Agriculture,18-25,Female,2022,47.1,4.99,38.7,44.1,9.5,0,2,3.4,0,28.2
EMP013720,Singapore,Asia,Manufacturing,26-35,Female,2022,62.6,6.58,43.1,52.3,5.3,0,15,4.9,0,50.1
EMP013721,Mexico,South America,Manufacturing,46-55,Non-binary,2015,52.7,6.49,46.4,45.9,11.1,0,0,2.1,0,37.9
EMP013722,China,Asia,Manufacturing,26-35,Female,2015,58.1,6.15,43.8,53.6,5.2,0,0,3.0,0,57.3
EMP013723,United Kingdom,Europe,Education,18-25,Female,2015,53.9,6.84,39.1,42.9,12.0,1,0,3.7,0,60.0
EMP013724,Italy,Europe,Healthcare,26-35,Male,2017,69.0,10.0,44.1,37.9,15.5,0,0,3.9,0,73.2
EMP013725,Singapore,Asia,Manufacturing,46-55,Female,2023,68.4,6.82,36.0,51.1,8.2,1,4,5.0,1,63.5
EMP013726,India,Asia,Construction,46-55,Male,2017,51.9,6.82,39.0,41.8,7.6,0,0,3.2,0,51.6
EMP013727,Switzerland,Europe,Manufacturing,18-25,Male,2019,90.6,6.5,39.1,74.4,0.9,0,0,5.0,0,50.8
EMP013728,Russia,Europe,Education,26-35,Female,2019,55.4,7.6,36.5,38.0,13.4,1,0,3.0,0,64.0
EMP013729,Singapore,Asia,Construction,26-35,Female,2019,55.7,5.56,42.1,58.3,6.5,1,0,5.0,0,41.6
EMP013730,China,Asia,Finance,56-65,Male,2018,58.7,5.77,49.7,45.7,7.7,0,0,4.2,0,49.1
EMP013731,Netherlands,Europe,Education,36-45,Male,2022,70.0,4.72,42.5,66.2,4.5,1,36,5.0,0,39.6
EMP013732,Mexico,South America,Finance,46-55,Male,2022,47.3,7.82,45.7,34.7,9.3,1,68,2.4,0,59.6
EMP013733,United Kingdom,Europe,Transportation,46-55,Male,2021,62.6,7.12,45.7,49.7,9.3,1,9,3.1,1,55.1
EMP013734,Mexico,South America,Education,56-65,Female,2024,55.0,6.35,43.6,51.9,9.8,0,36,4.1,1,46.0
EMP013735,Kenya,Africa,Retail,36-45,Non-binary,2015,53.6,6.26,44.3,43.4,9.3,1,0,1.7,0,50.7
EMP013736,Netherlands,Europe,Transportation,46-55,Female,2023,54.8,2.42,46.1,56.3,8.0,1,13,4.0,0,19.0
EMP013737,Turkey,Middle East,Agriculture,46-55,Female,2018,46.6,5.85,46.1,51.9,10.0,0,0,2.1,0,43.7
EMP013738,Russia,Europe,Agriculture,18-25,Male,2024,56.5,6.46,41.7,50.3,9.4,1,5,3.0,0,43.2
EMP013739,Egypt,Africa,Government,26-35,Male,2016,61.1,3.86,39.2,57.4,3.9,1,0,1.5,0,41.8
EMP013740,Poland,Europe,Construction,36-45,Male,2019,52.8,5.13,44.8,51.9,7.6,0,0,2.9,0,35.5
EMP013741,United States,North America,Agriculture,18-25,Male,2022,49.8,3.28,43.0,62.5,10.5,1,0,5.0,0,21.7
EMP013742,South Korea,Asia,Construction,36-45,Female,2018,76.4,3.14,43.7,63.0,5.4,0,0,3.8,0,27.6
EMP013743,Netherlands,Europe,Manufacturing,56-65,Female,2021,66.0,7.06,38.6,52.0,10.1,1,1,3.7,0,48.4
EMP013744,United Kingdom,Europe,Manufacturing,56-65,Female,2018,68.0,4.69,46.3,58.8,6.0,1,0,5.0,0,40.3
EMP013745,Turkey,Middle East,Technology,26-35,Male,2019,70.1,6.83,47.1,58.8,10.2,1,0,4.3,0,57.6
EMP013746,United States,North America,Construction,36-45,Non-binary,2022,74.1,3.38,50.3,68.4,4.1,1,9,4.9,0,24.7
EMP013747,Argentina,South America,Education,36-45,Male,2022,57.0,6.35,36.0,44.4,10.8,0,45,3.6,0,45.9
EMP013748,Russia,Europe,Transportation,18-25,Female,2020,52.2,6.87,38.2,46.7,17.3,0,0,2.0,0,52.7
EMP013749,Norway,Europe,Finance,18-25,Female,2015,64.6,8.88,47.8,49.4,12.5,1,0,5.0,0,73.2
EMP013750,South Africa,Africa,Government,36-45,Female,2023,54.7,5.89,44.2,48.4,8.8,0,31,1.8,0,38.6
EMP013751,Egypt,Africa,Manufacturing,26-35,Male,2020,56.8,4.57,45.3,53.1,7.5,1,8,2.4,0,35.8
EMP013752,India,Asia,Finance,36-45,Female,2015,63.7,6.44,39.6,58.8,3.9,0,0,2.4,0,47.2
EMP013753,Russia,Europe,Education,46-55,Female,2021,49.8,6.84,40.5,52.6,9.5,1,54,3.3,0,52.8
EMP013754,United Kingdom,Europe,Agriculture,26-35,Female,2016,68.8,2.56,35.0,70.5,6.8,1,0,3.3,0,27.4
EMP013755,Brazil,South America,Finance,56-65,Male,2024,53.1,4.17,50.5,49.9,8.9,0,62,2.3,0,30.7
EMP013756,Japan,Asia,Healthcare,56-65,Female,2024,62.4,5.96,43.8,51.2,11.1,1,3,2.5,0,46.9
EMP013757,India,Asia,Government,46-55,Female,2022,60.2,5.58,36.8,58.3,6.3,0,28,2.2,0,52.6
EMP013758,Italy,Europe,Education,56-65,Male,2019,58.0,5.52,32.7,52.0,12.1,0,0,3.2,0,50.0
EMP013759,South Korea,Asia,Construction,56-65,Male,2020,62.7,6.48,49.4,53.7,7.8,1,12,3.8,0,57.3
EMP013760,Japan,Asia,Education,26-35,Female,2021,64.9,7.43,36.1,51.0,9.0,0,48,1.8,0,57.3
EMP013761,Kenya,Africa,Healthcare,36-45,Female,2024,53.1,7.95,42.4,40.3,6.2,0,8,2.0,1,67.1
EMP013762,Switzerland,Europe,Retail,56-65,Male,2024,73.0,4.39,33.9,64.3,9.8,1,3,5.0,0,34.9
EMP013763,Germany,Europe,Agriculture,18-25,Female,2018,68.3,3.28,42.6,63.4,5.0,1,0,3.9,0,26.1
EMP013764,United States,North America,Retail,56-65,Male,2024,85.9,4.1,34.7,73.8,6.1,1,1,5.0,0,36.3
EMP013765,Kenya,Africa,Healthcare,18-25,Female,2021,42.7,6.67,49.4,42.6,8.5,1,23,1.1,0,61.4
EMP013766,France,Europe,Finance,36-45,Male,2022,78.1,4.88,44.7,62.0,4.8,1,54,4.7,1,37.5
EMP013767,Switzerland,Europe,Healthcare,36-45,Female,2015,78.7,6.31,42.3,51.1,7.4,1,0,4.8,1,49.8
EMP013768,Brazil,South America,Agriculture,46-55,Female,2016,45.8,6.83,44.4,37.5,10.4,0,0,1.2,0,56.3
EMP013769,Australia,Oceania,Government,26-35,Male,2017,68.3,4.32,37.1,60.9,7.6,1,0,3.0,0,36.4
EMP013770,Australia,Oceania,Government,46-55,Female,2015,60.6,3.44,33.9,64.8,9.3,1,0,3.8,0,33.7
EMP013771,Norway,Europe,Transportation,56-65,Female,2024,84.1,6.27,41.4,70.4,7.9,1,9,5.0,0,47.9
EMP013772,Nigeria,Africa,Retail,18-25,Male,2016,61.1,3.4,40.6,66.9,7.1,1,0,1.5,0,28.0
EMP013773,Turkey,Middle East,Retail,26-35,Female,2024,57.9,4.97,39.6,56.4,4.8,0,11,3.2,0,46.8
EMP013774,Poland,Europe,Transportation,46-55,Female,2015,51.3,8.6,39.4,39.5,14.7,1,0,4.2,1,76.5
EMP013775,Argentina,South America,Transportation,26-35,Female,2015,49.9,5.9,38.7,45.5,10.3,0,0,1.8,0,43.7
EMP013776,UAE,Middle East,Education,36-45,Female,2015,63.3,8.26,37.9,50.8,11.7,1,0,3.2,1,75.0
EMP013777,China,Asia,Agriculture,26-35,Female,2022,60.8,2.88,41.8,65.0,8.3,0,0,2.9,0,25.1
EMP013778,Italy,Europe,Agriculture,18-25,Female,2020,59.3,2.18,46.8,78.4,7.7,1,1,4.8,1,19.8
EMP013779,Spain,Europe,Finance,26-35,Male,2017,72.1,8.03,42.3,53.3,11.8,1,0,1.8,1,61.2
EMP013780,India,Asia,Construction,18-25,Female,2018,57.0,6.19,40.1,46.6,12.4,0,0,2.2,0,48.3
EMP013781,South Africa,Africa,Government,36-45,Female,2024,54.6,5.05,35.6,48.7,12.4,1,34,3.7,0,39.8
EMP013782,Sweden,Europe,Technology,26-35,Female,2022,58.5,5.63,45.6,55.1,8.7,1,84,5.0,0,52.7
EMP013783,Netherlands,Europe,Transportation,26-35,Male,2022,79.1,6.02,40.1,67.9,9.6,1,13,4.0,0,54.8
EMP013784,Spain,Europe,Government,46-55,Female,2016,50.0,4.62,30.7,53.5,4.9,1,0,2.5,0,34.4
EMP013785,South Korea,Asia,Manufacturing,36-45,Male,2019,62.2,4.99,43.0,62.1,7.0,0,0,4.5,0,50.2
EMP013786,Saudi Arabia,Middle East,Manufacturing,56-65,Male,2022,59.3,5.24,35.3,61.5,11.3,1,5,3.0,1,40.5
EMP013787,Singapore,Asia,Technology,18-25,Female,2015,61.0,6.61,48.2,54.5,6.8,0,0,4.1,0,52.0
EMP013788,Mexico,South America,Construction,18-25,Male,2016,67.0,5.37,41.6,57.7,6.2,0,0,3.3,0,33.5
EMP013789,Turkey,Middle East,Government,26-35,Male,2017,63.8,4.87,33.9,63.5,7.2,1,0,2.0,0,35.5
EMP013790,Canada,North America,Healthcare,36-45,Female,2021,65.5,5.43,44.5,68.3,9.8,1,11,3.2,1,36.8
EMP013791,France,Europe,Manufacturing,36-45,Female,2018,64.9,6.03,34.2,54.6,8.8,1,0,4.2,0,47.6
EMP013792,Mexico,South America,Agriculture,18-25,Female,2017,62.4,3.91,34.0,66.6,6.6,0,0,2.2,0,23.7
EMP013793,Japan,Asia,Education,36-45,Female,2021,59.6,6.53,40.1,40.6,11.3,1,40,2.9,1,46.9
EMP013794,Egypt,Africa,Transportation,46-55,Female,2019,59.7,8.85,45.5,45.6,15.2,0,0,2.7,0,71.5
EMP013795,Italy,Europe,Government,18-25,Male,2022,62.1,6.82,38.9,49.0,11.4,1,26,2.9,0,53.7
EMP013796,China,Asia,Transportation,18-25,Female,2021,64.0,4.47,40.6,60.4,7.8,0,0,1.9,1,39.6
EMP013797,Mexico,South America,Agriculture,18-25,Female,2021,54.6,4.57,43.8,50.2,9.2,1,12,3.3,0,20.2
EMP013798,Turkey,Middle East,Retail,56-65,Male,2020,50.9,7.16,40.6,34.9,10.5,0,3,2.7,0,51.8
EMP013799,Turkey,Middle East,Technology,26-35,Male,2018,38.0,5.02,46.7,41.9,8.7,1,0,3.5,0,48.8
EMP013800,Argentina,South America,Retail,26-35,Female,2021,51.8,8.22,34.1,37.1,12.7,0,21,3.0,1,68.8
EMP013801,Australia,Oceania,Technology,46-55,Male,2019,51.5,6.18,42.4,47.9,12.8,0,0,4.7,0,41.0
EMP013802,Turkey,Middle East,Finance,46-55,Male,2024,52.5,7.72,44.9,41.6,10.0,1,69,1.8,0,63.4
EMP013803,Brazil,South America,Retail,56-65,Female,2017,58.1,6.57,32.9,48.6,7.1,0,0,2.6,0,51.4
EMP013804,Germany,Europe,Agriculture,46-55,Male,2018,68.9,5.17,50.3,52.6,6.5,0,0,5.0,0,45.6
EMP013805,Argentina,South America,Transportation,56-65,Female,2017,45.2,8.83,41.0,29.2,12.7,0,0,2.3,0,66.0
EMP013806,Kenya,Africa,Healthcare,18-25,Male,2018,68.2,6.44,46.4,55.0,11.6,1,0,1.6,0,54.1
EMP013807,Netherlands,Europe,Transportation,18-25,Male,2024,68.3,6.15,43.4,59.1,9.4,1,14,5.0,0,39.3
EMP013808,United States,North America,Government,36-45,Male,2019,66.5,5.05,42.2,69.5,5.5,0,0,4.3,0,36.6
EMP013809,South Korea,Asia,Technology,36-45,Female,2016,59.9,6.52,43.8,42.9,11.5,1,0,3.4,0,52.0
EMP013810,Sweden,Europe,Education,36-45,Non-binary,2017,66.2,4.63,42.1,57.9,6.9,1,0,3.2,1,30.5
EMP013811,United Kingdom,Europe,Construction,26-35,Non-binary,2017,77.0,5.39,48.2,67.0,3.4,1,0,4.0,0,42.5
EMP013812,Brazil,South America,Agriculture,18-25,Male,2015,47.0,5.32,38.0,51.3,11.4,0,0,2.7,0,36.6
EMP013813,Sweden,Europe,Agriculture,46-55,Male,2022,59.9,3.44,36.0,58.9,5.5,1,0,4.2,0,34.5
EMP013814,Argentina,South America,Construction,18-25,Female,2019,56.1,5.93,45.9,53.3,11.6,1,0,3.0,1,52.0
EMP013815,United States,North America,Finance,18-25,Female,2024,55.2,7.23,46.0,45.5,12.2,0,41,5.0,0,53.4
EMP013816,China,Asia,Healthcare,26-35,Female,2022,62.1,5.88,46.8,55.2,7.5,0,23,2.8,0,47.3
EMP013817,Kenya,Africa,Technology,56-65,Female,2021,61.4,5.3,46.2,52.4,5.1,0,70,4.6,0,45.9
EMP013818,Turkey,Middle East,Education,18-25,Male,2020,61.6,6.48,34.2,50.6,7.1,0,30,1.3,1,52.8
EMP013819,Italy,Europe,Construction,36-45,Male,2019,69.3,3.73,48.1,67.5,5.3,1,0,4.3,1,29.5
EMP013820,UAE,Middle East,Government,46-55,Female,2023,58.1,4.33,44.5,58.1,6.5,1,31,3.5,1,32.1
EMP013821,Canada,North America,Retail,36-45,Female,2024,64.6,7.54,42.4,45.3,13.2,1,2,3.5,0,61.4
EMP013822,Poland,Europe,Construction,18-25,Male,2023,55.5,4.64,41.4,55.1,7.3,1,6,4.2,0,37.8
EMP013823,Mexico,South America,Manufacturing,36-45,Male,2019,63.2,5.88,48.1,52.2,6.0,0,0,3.7,0,46.0
EMP013824,Saudi Arabia,Middle East,Government,46-55,Female,2020,55.6,5.85,37.7,57.7,10.7,1,19,3.5,0,55.6
EMP013825,New Zealand,Oceania,Construction,18-25,Female,2016,57.8,4.29,43.9,60.4,7.0,1,0,2.4,1,30.3
EMP013826,Sweden,Europe,Construction,56-65,Female,2021,84.7,4.59,41.3,66.4,8.1,1,0,5.0,0,32.4
EMP013827,Argentina,South America,Manufacturing,56-65,Male,2016,52.3,6.3,43.3,40.9,7.8,1,0,2.7,0,41.2
EMP013828,Australia,Oceania,Government,46-55,Female,2017,51.4,1.56,38.4,62.6,11.8,0,0,3.9,1,2.3
EMP013829,South Africa,Africa,Agriculture,18-25,Male,2016,48.7,6.21,41.8,32.5,13.3,1,0,2.3,0,47.1
EMP013830,Netherlands,Europe,Retail,56-65,Female,2024,76.5,5.51,35.9,66.6,8.0,1,4,4.6,0,41.8
EMP013831,New Zealand,Oceania,Manufacturing,18-25,Female,2021,57.9,6.32,46.4,41.2,11.2,1,2,3.5,0,43.6
EMP013832,Egypt,Africa,Technology,36-45,Male,2018,61.1,6.84,38.9,47.1,8.1,0,0,4.7,0,55.9
EMP013833,Canada,North America,Government,18-25,Female,2019,59.5,3.21,39.0,71.3,3.2,1,0,4.8,0,26.6
EMP013834,Turkey,Middle East,Technology,18-25,Male,2022,55.4,5.76,43.0,34.3,10.9,0,74,3.4,0,53.4
EMP013835,UAE,Middle East,Agriculture,46-55,Male,2019,56.5,3.62,41.9,61.4,10.8,1,0,3.7,0,32.3
EMP013836,Japan,Asia,Manufacturing,36-45,Male,2016,69.9,4.68,45.5,68.9,5.7,1,0,2.5,0,39.6
EMP013837,Mexico,South America,Retail,36-45,Male,2018,62.8,4.75,39.3,53.6,9.3,0,0,4.1,0,38.2
EMP013838,France,Europe,Finance,26-35,Male,2023,56.7,6.43,50.1,58.8,11.5,0,52,4.4,0,48.0
EMP013839,United Kingdom,Europe,Transportation,56-65,Female,2015,55.6,3.57,45.3,48.9,4.9,1,0,4.1,0,29.6
EMP013840,Egypt,Africa,Agriculture,18-25,Male,2017,53.8,5.5,51.2,48.7,9.0,1,0,1.5,0,47.5
EMP013841,New Zealand,Oceania,Finance,26-35,Female,2015,62.5,8.56,50.6,55.2,12.7,1,0,3.9,0,63.0
EMP013842,China,Asia,Transportation,18-25,Male,2023,68.2,4.46,37.0,59.7,8.4,1,13,2.7,0,41.4
EMP013843,China,Asia,Manufacturing,46-55,Female,2020,46.6,5.66,37.9,44.3,8.0,1,14,1.6,0,46.8
EMP013844,Australia,Oceania,Education,56-65,Female,2018,66.1,7.93,48.0,54.9,9.6,1,0,4.7,0,60.2
EMP013845,South Africa,Africa,Government,56-65,Male,2018,59.2,4.65,38.1,53.3,7.4,1,0,2.4,1,37.9
EMP013846,Egypt,Africa,Technology,56-65,Male,2021,56.9,6.8,35.9,55.7,10.7,0,70,2.2,0,50.0
EMP013847,Russia,Europe,Retail,46-55,Female,2015,68.7,6.34,42.7,49.3,4.6,1,0,4.2,1,43.9
EMP013848,Germany,Europe,Construction,56-65,Male,2017,66.5,6.81,47.7,54.6,12.0,0,0,4.0,1,54.6
EMP013849,India,Asia,Transportation,46-55,Male,2023,60.5,5.22,49.0,49.9,8.1,0,19,2.4,1,41.7
EMP013850,Japan,Asia,Transportation,56-65,Female,2015,57.7,5.36,42.4,51.4,8.0,1,0,3.1,0,44.8
EMP013851,India,Asia,Technology,18-25,Male,2021,56.5,6.32,39.7,53.8,5.1,1,70,2.0,0,44.7
EMP013852,New Zealand,Oceania,Government,46-55,Female,2017,76.2,3.08,37.0,80.2,5.3,0,0,3.7,0,28.8
EMP013853,Switzerland,Europe,Technology,36-45,Male,2016,88.7,7.35,38.0,63.6,7.1,1,0,5.0,0,52.3
EMP013854,New Zealand,Oceania,Government,18-25,Male,2021,60.0,5.3,35.0,50.4,9.3,0,28,3.1,0,46.5
EMP013855,France,Europe,Manufacturing,56-65,Male,2021,63.7,3.1,44.1,61.2,3.9,1,0,2.8,0,19.6
EMP013856,Switzerland,Europe,Manufacturing,18-25,Male,2015,73.7,4.15,33.1,56.1,6.8,0,0,4.2,0,29.5
EMP013857,India,Asia,Finance,18-25,Female,2024,58.4,6.89,42.1,39.9,6.0,1,65,2.6,0,62.7
EMP013858,Argentina,South America,Education,46-55,Male,2015,55.6,2.9,39.1,70.0,5.8,0,0,2.3,0,26.2
EMP013859,Egypt,Africa,Healthcare,36-45,Female,2019,59.5,6.14,48.0,52.2,6.8,1,0,3.0,0,45.2
EMP013860,South Africa,Africa,Technology,18-25,Female,2015,61.6,5.77,46.7,45.4,8.6,0,0,2.9,0,41.3
EMP013861,Saudi Arabia,Middle East,Finance,18-25,Male,2020,64.0,5.07,39.6,56.0,9.6,1,53,3.5,0,31.8
EMP013862,Spain,Europe,Agriculture,46-55,Male,2022,72.4,3.28,35.0,73.4,6.8,1,0,3.6,0,28.5
EMP013863,Mexico,South America,Construction,36-45,Male,2024,54.0,6.48,44.7,48.2,6.8,0,5,2.3,1,45.6
EMP013864,UAE,Middle East,Healthcare,26-35,Male,2017,54.3,7.52,40.4,37.6,11.9,0,0,3.4,1,65.2
EMP013865,China,Asia,Transportation,26-35,Male,2024,53.7,7.02,43.6,39.8,9.3,1,0,3.4,0,58.9
EMP013866,Canada,North America,Agriculture,18-25,Male,2024,59.7,3.04,42.6,60.4,0.6,0,14,3.5,0,19.3
EMP013867,Poland,Europe,Technology,26-35,Female,2015,60.8,5.52,45.8,46.3,8.6,0,0,2.9,0,48.4
EMP013868,Sweden,Europe,Transportation,56-65,Female,2022,70.9,6.49,46.8,58.8,8.4,1,18,4.8,0,58.5
EMP013869,Poland,Europe,Education,46-55,Female,2015,54.1,6.91,45.0,46.2,11.3,0,0,3.8,0,51.4
EMP013870,Mexico,South America,Healthcare,56-65,Female,2017,55.5,8.66,42.4,41.1,11.7,1,0,2.2,0,74.2
EMP013871,Argentina,South America,Education,26-35,Female,2021,73.7,6.54,34.0,64.5,8.6,0,51,2.1,0,56.3
EMP013872,Singapore,Asia,Finance,36-45,Male,2019,72.2,7.55,41.9,45.0,10.1,1,0,3.2,0,62.4
EMP013873,Egypt,Africa,Finance,56-65,Female,2016,66.1,7.45,46.9,54.2,11.9,0,0,3.8,0,53.9
EMP013874,China,Asia,Retail,46-55,Male,2022,61.3,4.73,32.6,59.6,8.1,1,3,2.4,0,22.2
EMP013875,Egypt,Africa,Manufacturing,46-55,Female,2017,50.7,5.39,48.3,52.7,10.8,1,0,3.5,0,38.6
EMP013876,France,Europe,Manufacturing,36-45,Male,2022,67.3,5.25,36.6,71.1,8.6,1,13,5.0,0,47.4
EMP013877,Germany,Europe,Transportation,46-55,Female,2022,50.7,4.65,43.8,53.9,11.0,1,14,5.0,0,39.0
EMP013878,Singapore,Asia,Agriculture,26-35,Male,2022,77.3,3.89,43.9,73.1,4.0,1,0,3.7,1,30.5
EMP013879,Sweden,Europe,Retail,18-25,Male,2023,51.6,5.62,44.6,52.0,13.2,1,8,4.8,0,48.7
EMP013880,South Korea,Asia,Technology,26-35,Female,2018,66.8,5.87,46.4,53.9,8.8,1,0,2.4,0,53.2
EMP013881,Singapore,Asia,Retail,56-65,Male,2022,70.5,4.43,39.9,66.1,6.8,1,19,5.0,0,32.4
EMP013882,Sweden,Europe,Technology,36-45,Female,2016,60.2,6.78,43.4,52.6,10.9,0,0,3.9,0,52.2
EMP013883,Turkey,Middle East,Agriculture,36-45,Female,2024,58.9,5.79,37.6,47.4,7.9,0,0,3.3,0,41.2
EMP013884,Kenya,Africa,Education,18-25,Female,2018,66.2,6.81,39.0,49.0,5.1,0,0,3.2,0,42.8
EMP013885,Spain,Europe,Manufacturing,56-65,Female,2018,64.6,3.67,39.2,62.1,7.4,1,0,3.8,0,22.1
EMP013886,Nigeria,Africa,Retail,46-55,Male,2018,67.7,4.37,40.1,65.9,8.0,1,0,2.3,0,29.4
EMP013887,Germany,Europe,Finance,18-25,Female,2022,61.7,7.5,44.1,38.3,8.3,1,49,2.8,0,56.1
EMP013888,Germany,Europe,Construction,26-35,Male,2016,68.7,5.76,42.7,61.3,8.4,1,0,4.7,0,44.7
EMP013889,Italy,Europe,Healthcare,46-55,Female,2023,63.5,6.15,49.2,53.3,7.3,1,20,2.6,1,47.7
EMP013890,Italy,Europe,Technology,46-55,Female,2021,59.3,6.24,45.1,50.1,5.7,0,71,2.8,1,39.8
EMP013891,Singapore,Asia,Agriculture,36-45,Female,2024,51.5,4.97,51.7,46.1,8.9,1,0,3.7,1,36.6
EMP013892,Egypt,Africa,Agriculture,18-25,Female,2021,50.2,3.18,38.9,59.9,5.9,0,4,4.6,0,30.2
EMP013893,Turkey,Middle East,Agriculture,26-35,Female,2020,54.6,4.93,40.8,57.9,10.6,1,0,1.5,0,42.9
EMP013894,Sweden,Europe,Transportation,26-35,Female,2018,68.3,9.67,40.7,46.7,15.9,1,0,4.1,0,76.2
EMP013895,South Africa,Africa,Government,26-35,Female,2015,51.3,5.0,33.6,61.5,11.5,1,0,2.6,0,44.8
EMP013896,Kenya,Africa,Education,56-65,Male,2021,65.7,7.53,42.6,52.1,11.8,0,47,2.7,1,58.5
EMP013897,Argentina,South America,Construction,36-45,Male,2016,58.3,5.14,43.2,60.5,8.0,1,0,4.0,0,40.3
EMP013898,Poland,Europe,Agriculture,36-45,Male,2023,60.9,4.11,44.8,55.8,7.3,0,7,2.4,1,29.4
EMP013899,UAE,Middle East,Government,46-55,Male,2016,69.3,5.46,39.1,53.4,8.8,1,0,4.9,0,41.6
EMP013900,Turkey,Middle East,Technology,56-65,Female,2018,56.1,7.34,37.9,51.4,8.2,1,0,1.8,0,58.7
EMP013901,Norway,Europe,Technology,36-45,Female,2017,56.9,6.46,46.5,55.5,7.6,1,0,4.9,0,39.8
